TAKIM NO,PAKET NO,GÖNDERME ZAMANI,BASINÇ,YÜKSEKLİK 1,YÜKSEKLİK 2,İRTİFA FARKI,HIZ,SICAKLIK,PİL GERİLİMİ,GPS LAT,GPS LON,GPS ALT,UYDU STATÜSÜ,HATA KODU,PITCH,ROLL,YAW,DÖNÜŞ SAYISI,VİDEO AKTARIM
71523,1,10:51:11,1013.95,245.36,244.86,0.51,9.86,24.6,8.09,39.92002,32.85007,1331.8,İNİŞ,0000,13,-6,203,3,HAYIR
71523,2,10:51:12,1014.02,249.38,249.75,0.37,9.80,24.7,8.09,39.92006,32.85004,1331.1,İNİŞ,0000,15,-4,198,3,HAYIR
71523,3,10:51:12,1012.24,249.40,248.63,0.78,9.62,24.4,8.08,39.91991,32.84995,1330.9,İNİŞ,0000,17,-4,197,3,HAYIR
71523,4,10:51:12,1012.27,245.85,245.10,0.75,9.39,24.0,8.08,39.91995,32.84999,1330.8,İNİŞ,0000,14,-6,202,3,HAYIR
71523,5,10:51:12,1012.19,254.66,255.42,0.76,8.92,24.0,8.07,39.92008,32.84992,1329.7,İNİŞ,0000,15,-6,202,3,HAYIR
71523,6,10:51:13,1013.06,253.62,253.45,0.17,9.79,24.5,8.07,39.91996,32.84994,1332.2,İNİŞ,0000,16,-5,199,3,HAYIR
71523,7,10:51:13,1011.37,249.99,249.47,0.52,8.94,24.3,8.06,39.92004,32.8499,1331.1,İNİŞ,0000,14,-6,197,3,HAYIR
71523,8,10:51:13,1010.54,250.55,250.37,0.19,9.98,24.4,8.06,39.92005,32.85002,1330.5,İNİŞ,0000,14,-6,202,3,HAYIR
71523,9,10:51:14,1013.45,254.71,255.43,0.72,8.60,24.4,8.05,39.91992,32.85005,1329.1,İNİŞ,0000,17,-5,204,3,HAYIR
71523,10,10:51:14,1012.44,251.33,251.40,0.07,9.22,24.3,8.05,39.92003,32.85009,1330.2,İNİŞ,0000,16,-7,205,3,HAYIR
71523,11,10:51:14,1012.98,246.78,245.93,0.85,9.28,24.3,8.04,39.91995,32.85007,1332.0,İNİŞ,0000,15,-7,205,3,HAYIR
71523,12,10:51:15,1012.38,247.89,248.30,0.40,8.89,24.5,8.04,39.91999,32.8499,1332.0,İNİŞ,0000,14,-3,198,3,HAYIR
71523,13,10:51:15,1014.38,248.34,248.48,0.14,9.93,24.0,8.04,39.92002,32.84994,1331.5,İNİŞ,0000,14,-3,204,3,HAYIR
71523,14,10:51:15,1011.12,247.55,247.97,0.42,9.85,24.1,8.03,39.91995,32.84994,1328.6,İNİŞ,0000,15,-6,201,3,HAYIR
71523,15,10:51:15,1014.33,250.66,251.04,0.38,10.19,24.1,8.03,39.92003,32.84991,1330.4,İNİŞ,1000,15,-4,197,3,HAYIR
